,date,Branch,City,Customer_Type,Gender,Product name,Unit price,Quantity,Tax 5%,Total,Payment,Shipping_Method,Invoice ID,Date,Time,cogs,gross margin percentage,gross income,Rating
906,2019-02-09,C,Naypyitaw,New,Male,Health and beauty,84.61,10,42.305,888.405,Credit card,Free,450-42-3339,2/9/2019,18:58,846.1,4.761904762,42.305,8.8
550,2019-02-09,B,Mandalay,New,Male,Fashion accessories,57.27,3,8.5905,180.4005,Ewallet,Free,747-58-7183,2/9/2019,20:31,171.81,4.761904762,8.5905,6.5
468,2019-02-09,C,Naypyitaw,New,Male,Food and beverages,21.58,1,1.079,22.659,Ewallet,Free,746-19-0921,2/9/2019,10:02,21.58,4.761904762,1.079,7.2
97,2019-02-09,C,Naypyitaw,New,Female,Electronic accessories,12.45,6,3.735,78.435,Cash,Customer Paid,871-39-9221,2/9/2019,13:11,74.7,4.761904762,3.735,4.1
316,2019-02-09,C,Naypyitaw,Existing,Female,Food and beverages,21.08,3,3.162,66.402,Cash,Customer Paid,428-83-5800,2/9/2019,10:25,63.24,4.761904762,3.162,7.3
509,2019-02-09,C,Naypyitaw,Existing,Female,Home and lifestyle,15.95,6,4.785,100.485,Credit card,Free,602-80-9671,2/9/2019,17:15,95.7,4.761904762,4.785,5.1
899,2019-02-09,A,Yangon,Existing,Male,Food and beverages,35.04,9,15.768,331.128,Ewallet,Free,146-09-5432,2/9/2019,19:17,315.36,4.761904762,15.768,4.6
954,2019-02-09,B,Mandalay,Existing,Male,Home and lifestyle,65.91,6,19.773,415.233,Cash,Customer Paid,200-40-6154,2/9/2019,11:45,395.46,4.761904762,19.773,5.7
180,2019-02-09,C,Naypyitaw,New,Male,Fashion accessories,64.26,7,22.491,472.311,Cash,Customer Paid,130-98-8941,2/9/2019,10:00,449.82,4.761904762,22.491,5.7
246,2019-02-09,B,Mandalay,Existing,Female,Electronic accessories,81.4,3,12.21,256.41,Cash,Customer Paid,866-05-7563,2/9/2019,19:43,244.2,4.761904762,12.21,4.8
263,2019-02-09,A,Yangon,Existing,Female,Sports and travel,22.24,10,11.12,233.52,Cash,Customer Paid,447-15-7839,2/9/2019,11:00,222.4,4.761904762,11.12,4.2
901,2019-02-09,B,Mandalay,New,Male,Home and lifestyle,45.97,4,9.194,193.074,Ewallet,Free,509-10-0516,2/9/2019,12:02,183.88,4.761904762,9.194,5.1
48,2019-02-10,B,Mandalay,Existing,Male,Electronic accessories,18.93,6,5.679,119.259,Credit card,Free,669-54-1719,2/10/2019,12:45,113.58,4.761904762,5.679,8.1
606,2019-02-10,A,Yangon,Existing,Female,Fashion accessories,53.65,7,18.7775,394.3275,Ewallet,Free,559-98-9873,2/10/2019,12:56,375.55,4.761904762,18.7775,5.2
51,2019-02-10,A,Yangon,Existing,Female,Food and beverages,44.59,5,11.1475,234.0975,Cash,Customer Paid,162-48-8011,2/10/2019,15:10,222.95,4.761904762,11.1475,8.5
693,2019-02-10,C,Naypyitaw,Existing,Female,Fashion accessories,73.38,7,25.683,539.343,Cash,Customer Paid,196-01-2849,2/10/2019,13:56,513.66,4.761904762,25.683,9.5
66,2019-02-10,C,Naypyitaw,New,Female,Health and beauty,33.47,2,3.347,70.287,Ewallet,Free,838-78-4295,2/10/2019,15:43,66.94,4.761904762,3.347,6.7
188,2019-02-10,A,Yangon,New,Male,Home and lifestyle,74.07,1,3.7035,77.7735,Ewallet,Free,400-60-7251,2/10/2019,12:50,74.07,4.761904762,3.7035,9.9
340,2019-02-10,B,Mandalay,Existing,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,Free,378-07-7001,2/10/2019,18:23,144.27,4.761904762,7.2135,7.8
132,2019-02-10,B,Mandalay,New,Female,Sports and travel,34.84,4,6.968,146.328,Cash,Customer Paid,695-51-0018,2/10/2019,18:36,139.36,4.761904762,6.968,7.4
146,2019-02-10,A,Yangon,Existing,Female,Fashion accessories,30.14,10,15.07,316.47,Ewallet,Free,685-64-1609,2/10/2019,12:28,301.4,4.761904762,15.07,9.2
314,2019-02-10,C,Naypyitaw,Existing,Female,Electronic accessories,78.13,10,39.065,820.365,Cash,Customer Paid,227-07-4446,2/10/2019,20:51,781.3,4.761904762,39.065,4.4
971,2019-02-10,B,Mandalay,Existing,Male,Home and lifestyle,36.91,7,12.9185,271.2885,Ewallet,Free,448-34-8700,2/10/2019,13:51,258.37,4.761904762,12.9185,6.7
232,2019-02-11,B,Mandalay,New,Female,Health and beauty,84.09,9,37.8405,794.6505,Cash,Customer Paid,418-02-5978,2/11/2019,10:54,756.81,4.761904762,37.8405,8.0
799,2019-02-11,C,Naypyitaw,Existing,Male,Home and lifestyle,86.69,5,21.6725,455.1225,Ewallet,Free,401-09-4232,2/11/2019,18:38,433.45,4.761904762,21.6725,9.4
71,2019-02-11,C,Naypyitaw,New,Male,Fashion accessories,62.12,10,31.06,652.26,Cash,Customer Paid,796-12-2025,2/11/2019,16:19,621.2,4.761904762,31.06,5.9
973,2019-02-11,A,Yangon,New,Male,Home and lifestyle,80.08,3,12.012,252.252,Cash,Customer Paid,531-56-4728,2/11/2019,15:29,240.24,4.761904762,12.012,5.4
561,2019-02-11,C,Naypyitaw,New,Male,Food and beverages,89.2,10,44.6,936.6,Credit card,Free,866-99-7614,2/11/2019,15:42,892.0,4.761904762,44.6,4.4
190,2019-02-11,B,Mandalay,New,Female,Home and lifestyle,77.04,3,11.556,242.676,Credit card,Free,284-34-9626,2/11/2019,10:39,231.12,4.761904762,11.556,7.2
781,2019-02-11,A,Yangon,New,Female,Sports and travel,94.76,4,18.952,397.992,Ewallet,Free,534-53-3526,2/11/2019,16:06,379.04,4.761904762,18.952,7.8
760,2019-02-11,B,Mandalay,Existing,Female,Food and beverages,77.2,10,38.6,810.6,Credit card,Free,842-40-8179,2/11/2019,10:38,772.0,4.761904762,38.6,5.6
12,2019-02-12,A,Yangon,New,Female,Electronic accessories,46.95,5,11.7375,246.4875,Ewallet,Free,365-64-0515,2/12/2019,10:25,234.75,4.761904762,11.7375,7.1
218,2019-02-12,B,Mandalay,New,Male,Fashion accessories,94.87,8,37.948,796.908,Ewallet,Free,549-03-9315,2/12/2019,12:58,758.96,4.761904762,37.948,8.7
530,2019-02-12,A,Yangon,New,Male,Health and beauty,25.43,6,7.629,160.209,Ewallet,Free,287-83-1405,2/12/2019,19:01,152.58,4.761904762,7.629,7.0
742,2019-02-12,A,Yangon,Existing,Female,Sports and travel,71.63,2,7.163,150.423,Ewallet,Free,373-14-0504,2/12/2019,14:33,143.26,4.761904762,7.163,8.8
680,2019-02-12,B,Mandalay,Existing,Female,Electronic accessories,39.48,1,1.974,41.454,Cash,Customer Paid,528-87-5606,2/12/2019,19:43,39.48,4.761904762,1.974,6.5
663,2019-02-12,C,Naypyitaw,Existing,Female,Food and beverages,87.1,10,43.55,914.55,Credit card,Free,641-51-2661,2/12/2019,14:45,871.0,4.761904762,43.55,9.9
876,2019-02-12,C,Naypyitaw,Existing,Male,Fashion accessories,52.35,1,2.6175,54.9675,Cash,Customer Paid,885-56-0389,2/12/2019,17:49,52.35,4.761904762,2.6175,4.0
483,2019-02-12,B,Mandalay,Existing,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash,Customer Paid,305-18-3552,2/12/2019,16:19,603.8,4.761904762,30.19,6.0
542,2019-02-13,B,Mandalay,Existing,Female,Sports and travel,20.18,4,4.036,84.756,Credit card,Free,173-50-1108,2/13/2019,12:14,80.72,4.761904762,4.036,5.0
177,2019-02-13,C,Naypyitaw,New,Female,Fashion accessories,22.51,7,7.8785,165.4485,Credit card,Free,139-52-2867,2/13/2019,10:50,157.57,4.761904762,7.8785,4.8
258,2019-02-13,A,Yangon,Existing,Male,Electronic accessories,32.25,4,6.45,135.45,Ewallet,Free,151-16-1484,2/13/2019,12:38,129.0,4.761904762,6.45,6.5
582,2019-02-13,C,Naypyitaw,Existing,Female,Fashion accessories,92.98,2,9.298,195.258,Credit card,Free,339-18-7061,2/13/2019,15:06,185.96,4.761904762,9.298,8.0
392,2019-02-13,A,Yangon,Existing,Male,Electronic accessories,76.82,1,3.841,80.661,Ewallet,Free,563-36-9814,2/13/2019,18:27,76.82,4.761904762,3.841,7.2
843,2019-02-13,C,Naypyitaw,Existing,Female,Food and beverages,14.87,2,1.487,31.227,Credit card,Free,549-23-9016,2/13/2019,18:15,29.74,4.761904762,1.487,8.9
767,2019-02-13,B,Mandalay,New,Male,Sports and travel,13.69,6,4.107,86.247,Cash,Customer Paid,388-76-2555,2/13/2019,13:59,82.14,4.761904762,4.107,6.3
455,2019-02-13,B,Mandalay,Existing,Female,Fashion accessories,29.56,5,7.39,155.19,Cash,Customer Paid,767-54-1907,2/13/2019,16:59,147.8,4.761904762,7.39,6.9
315,2019-02-14,C,Naypyitaw,Existing,Male,Food and beverages,99.37,2,9.937,208.677,Cash,Customer Paid,174-36-3675,2/14/2019,17:29,198.74,4.761904762,9.937,5.2
344,2019-02-14,A,Yangon,New,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash,Customer Paid,150-89-8043,2/14/2019,15:04,133.95,4.761904762,6.6975,6.2
824,2019-02-14,B,Mandalay,Existing,Female,Sports and travel,60.08,7,21.028,441.588,Credit card,Free,109-86-4363,2/14/2019,11:36,420.56,4.761904762,21.028,4.5
446,2019-02-14,C,Naypyitaw,Existing,Male,Food and beverages,27.66,10,13.83,290.43,Credit card,Free,235-46-8343,2/14/2019,11:26,276.6,4.761904762,13.83,8.9
120,2019-02-14,A,Yangon,New,Female,Electronic accessories,99.56,8,39.824,836.304,Credit card,Free,638-60-7125,2/14/2019,17:03,796.48,4.761904762,39.824,5.2
64,2019-02-14,B,Mandalay,Existing,Male,Health and beauty,75.74,4,15.148,318.108,Cash,Customer Paid,853-23-2453,2/14/2019,14:35,302.96,4.761904762,15.148,7.6
904,2019-02-14,C,Naypyitaw,New,Female,Health and beauty,58.32,2,5.832,122.472,Ewallet,Free,545-07-8534,2/14/2019,12:42,116.64,4.761904762,5.832,6.0
833,2019-02-14,A,Yangon,Existing,Male,Health and beauty,91.3,1,4.565,95.865,Ewallet,Free,528-14-9470,2/14/2019,14:42,91.3,4.761904762,4.565,9.2
673,2019-02-15,C,Naypyitaw,New,Male,Health and beauty,33.64,8,13.456,282.576,Credit card,Free,556-41-6224,2/15/2019,17:10,269.12,4.761904762,13.456,9.3
390,2019-02-15,C,Naypyitaw,Existing,Female,Fashion accessories,80.48,3,12.072,253.512,Cash,Customer Paid,541-89-9860,2/15/2019,12:31,241.44,4.761904762,12.072,8.1
469,2019-02-15,C,Naypyitaw,Existing,Female,Electronic accessories,98.84,1,4.942,103.782,Cash,Customer Paid,233-34-0817,2/15/2019,11:21,98.84,4.761904762,4.942,8.4
456,2019-02-15,B,Mandalay,Existing,Female,Food and beverages,77.4,9,34.83,731.43,Credit card,Free,710-46-4433,2/15/2019,14:15,696.6,4.761904762,34.83,4.5
481,2019-02-15,C,Naypyitaw,New,Female,Electronic accessories,32.8,10,16.4,344.4,Cash,Customer Paid,246-11-3901,2/15/2019,12:12,328.0,4.761904762,16.4,6.2
689,2019-02-15,A,Yangon,New,Female,Food and beverages,67.1,3,10.065,211.365,Cash,Customer Paid,305-03-2383,2/15/2019,10:36,201.3,4.761904762,10.065,7.5
350,2019-02-15,C,Naypyitaw,Existing,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card,Free,860-79-0874,2/15/2019,14:53,993.0,4.761904762,49.65,6.6
280,2019-02-15,A,Yangon,New,Female,Home and lifestyle,69.96,8,27.984,587.664,Credit card,Free,136-08-6195,2/15/2019,17:01,559.68,4.761904762,27.984,6.4
928,2019-02-15,B,Mandalay,New,Female,Electronic accessories,88.25,9,39.7125,833.9625,Credit card,Free,431-66-2305,2/15/2019,20:51,794.25,4.761904762,39.7125,7.6
840,2019-02-15,A,Yangon,New,Male,Fashion accessories,51.94,3,7.791,163.611,Cash,Customer Paid,497-36-0989,2/15/2019,15:21,155.82,4.761904762,7.791,7.9
596,2019-02-15,A,Yangon,New,Male,Food and beverages,52.2,3,7.83,164.43,Credit card,Free,152-68-2907,2/15/2019,13:30,156.6,4.761904762,7.83,9.5
926,2019-02-15,B,Mandalay,Existing,Male,Sports and travel,88.31,1,4.4155,92.7255,Credit card,Free,321-49-7382,2/15/2019,17:38,88.31,4.761904762,4.4155,5.2
858,2019-02-15,B,Mandalay,New,Male,Health and beauty,57.59,6,17.277,362.817,Cash,Customer Paid,234-36-2483,2/15/2019,13:51,345.54,4.761904762,17.277,5.1
342,2019-02-15,B,Mandalay,Existing,Female,Health and beauty,76.9,7,26.915,565.215,Cash,Customer Paid,873-95-4984,2/15/2019,20:21,538.3,4.761904762,26.915,7.7
112,2019-02-15,B,Mandalay,New,Female,Fashion accessories,72.84,7,25.494,535.374,Cash,Customer Paid,227-78-1148,2/15/2019,12:44,509.88,4.761904762,25.494,8.4
791,2019-02-15,C,Naypyitaw,Existing,Male,Health and beauty,68.55,4,13.71,287.91,Credit card,Free,400-80-4065,2/15/2019,20:21,274.2,4.761904762,13.71,9.2
204,2019-02-15,B,Mandalay,Existing,Male,Home and lifestyle,17.77,5,4.4425,93.2925,Credit card,Free,394-43-4238,2/15/2019,12:42,88.85,4.761904762,4.4425,5.4
60,2019-02-15,C,Naypyitaw,Existing,Female,Sports and travel,24.74,3,3.711,77.931,Credit card,Free,285-68-5083,2/15/2019,17:47,74.22,4.761904762,3.711,10.0
322,2019-02-15,A,Yangon,New,Male,Health and beauty,15.26,6,4.578,96.138,Ewallet,Free,372-94-8041,2/15/2019,18:03,91.56,4.761904762,4.578,9.8
870,2019-02-16,A,Yangon,Existing,Male,Food and beverages,24.82,7,8.687,182.427,Credit card,Free,873-14-6353,2/16/2019,10:33,173.74,4.761904762,8.687,7.1
644,2019-02-16,C,Naypyitaw,Existing,Male,Electronic accessories,12.05,5,3.0125,63.2625,Ewallet,Free,273-84-2164,2/16/2019,15:53,60.25,4.761904762,3.0125,5.5
654,2019-02-16,B,Mandalay,Existing,Male,Fashion accessories,60.18,4,12.036,252.756,Credit card,Free,133-77-3154,2/16/2019,18:04,240.72,4.761904762,12.036,9.4
138,2019-02-16,B,Mandalay,New,Male,Sports and travel,51.91,10,25.955,545.055,Cash,Customer Paid,241-72-9525,2/16/2019,12:21,519.1,4.761904762,25.955,8.2
624,2019-02-16,B,Mandalay,Existing,Male,Fashion accessories,91.35,1,4.5675,95.9175,Cash,Customer Paid,598-06-7312,2/16/2019,15:42,91.35,4.761904762,4.5675,6.8
404,2019-02-16,C,Naypyitaw,Existing,Female,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,Free,587-03-7455,2/16/2019,17:30,684.53,4.761904762,34.2265,4.9
855,2019-02-16,B,Mandalay,New,Female,Fashion accessories,36.51,9,16.4295,345.0195,Cash,Customer Paid,895-03-6665,2/16/2019,10:52,328.59,4.761904762,16.4295,4.2
668,2019-02-16,C,Naypyitaw,Existing,Female,Health and beauty,47.71,6,14.313,300.573,Ewallet,Free,408-66-6712,2/16/2019,14:19,286.26,4.761904762,14.313,4.4
199,2019-02-17,C,Naypyitaw,Existing,Female,Food and beverages,71.39,5,17.8475,374.7975,Credit card,Free,420-11-4919,2/17/2019,19:57,356.95,4.761904762,17.8475,5.5
307,2019-02-17,A,Yangon,Existing,Female,Home and lifestyle,88.79,8,35.516,745.836,Cash,Customer Paid,803-17-8013,2/17/2019,17:09,710.32,4.761904762,35.516,4.1
718,2019-02-17,A,Yangon,New,Male,Fashion accessories,45.38,3,6.807,142.947,Credit card,Free,788-21-5741,2/17/2019,13:34,136.14,4.761904762,6.807,7.2
23,2019-02-17,A,Yangon,New,Male,Electronic accessories,34.56,5,8.64,181.44,Ewallet,Free,636-48-8204,2/17/2019,11:15,172.8,4.761904762,8.64,9.9
222,2019-02-17,C,Naypyitaw,New,Male,Electronic accessories,11.81,5,2.9525,62.0025,Cash,Customer Paid,389-25-3394,2/17/2019,18:06,59.05,4.761904762,2.9525,9.4
529,2019-02-17,A,Yangon,New,Male,Sports and travel,98.09,9,44.1405,926.9505,Cash,Customer Paid,827-77-7633,2/17/2019,19:41,882.81,4.761904762,44.1405,9.3
360,2019-02-17,A,Yangon,Existing,Male,Food and beverages,80.96,8,32.384,680.064,Credit card,Free,612-36-5536,2/17/2019,11:12,647.68,4.761904762,32.384,7.4
938,2019-02-17,A,Yangon,Existing,Female,Health and beauty,92.09,3,13.8135,290.0835,Cash,Customer Paid,131-70-8179,2/17/2019,16:27,276.27,4.761904762,13.8135,4.2
133,2019-02-17,B,Mandalay,Existing,Male,Electronic accessories,87.45,6,26.235,550.935,Credit card,Free,590-83-4591,2/17/2019,14:40,524.7,4.761904762,26.235,8.8
772,2019-02-17,C,Naypyitaw,Existing,Female,Sports and travel,67.99,7,23.7965,499.7265,Ewallet,Free,201-63-8275,2/17/2019,16:50,475.93,4.761904762,23.7965,5.7
597,2019-02-17,C,Naypyitaw,New,Female,Sports and travel,46.66,9,20.997,440.937,Ewallet,Free,123-35-4896,2/17/2019,19:11,419.94,4.761904762,20.997,5.3
756,2019-02-17,B,Mandalay,Existing,Female,Electronic accessories,35.74,8,14.296,300.216,Ewallet,Free,785-96-0615,2/17/2019,15:28,285.92,4.761904762,14.296,4.9
331,2019-02-17,A,Yangon,New,Male,Food and beverages,32.9,3,4.935,103.635,Credit card,Free,634-97-8956,2/17/2019,17:27,98.7,4.761904762,4.935,9.1
135,2019-02-18,C,Naypyitaw,New,Male,Fashion accessories,90.22,3,13.533,284.193,Cash,Customer Paid,597-78-7908,2/18/2019,19:39,270.66,4.761904762,13.533,6.2
137,2019-02-18,A,Yangon,Existing,Female,Home and lifestyle,34.42,6,10.326,216.846,Cash,Customer Paid,354-39-5160,2/18/2019,15:39,206.52,4.761904762,10.326,9.8
999,2019-02-18,A,Yangon,Existing,Female,Fashion accessories,88.34,7,30.919,649.299,Cash,Customer Paid,849-09-3807,2/18/2019,13:28,618.38,4.761904762,30.919,6.6
986,2019-02-18,B,Mandalay,New,Female,Health and beauty,14.76,2,1.476,30.996,Ewallet,Free,764-44-8999,2/18/2019,14:42,29.52,4.761904762,1.476,4.3
292,2019-02-18,A,Yangon,Existing,Female,Electronic accessories,62.48,1,3.124,65.604,Cash,Customer Paid,278-97-7759,2/18/2019,20:29,62.48,4.761904762,3.124,4.7
994,2019-02-18,C,Naypyitaw,Existing,Female,Electronic accessories,60.95,1,3.0475,63.9975,Ewallet,Free,652-49-6720,2/18/2019,11:40,60.95,4.761904762,3.0475,5.9
319,2019-02-18,C,Naypyitaw,Existing,Male,Health and beauty,44.07,4,8.814,185.094,Ewallet,Free,787-15-1757,2/18/2019,16:28,176.28,4.761904762,8.814,8.4
851,2019-02-19,A,Yangon,New,Female,Fashion accessories,98.48,2,9.848,206.808,Ewallet,Free,409-33-9708,2/19/2019,10:12,196.96,4.761904762,9.848,9.2
959,2019-02-19,A,Yangon,Existing,Female,Food and beverages,98.66,9,44.397,932.337,Cash,Customer Paid,384-59-6655,2/19/2019,15:07,887.94,4.761904762,44.397,8.4
676,2019-02-19,B,Mandalay,Existing,Female,Sports and travel,64.08,7,22.428,470.988,Credit card,Free,752-23-3760,2/19/2019,19:29,448.56,4.761904762,22.428,7.3
786,2019-02-19,C,Naypyitaw,New,Male,Electronic accessories,71.89,8,28.756,603.876,Ewallet,Free,886-77-9084,2/19/2019,11:33,575.12,4.761904762,28.756,5.5
712,2019-02-19,C,Naypyitaw,New,Female,Electronic accessories,77.63,9,34.9335,733.6035,Ewallet,Free,183-21-3799,2/19/2019,15:14,698.67,4.761904762,34.9335,7.2
364,2019-02-19,C,Naypyitaw,New,Female,Food and beverages,41.24,4,8.248,173.208,Cash,Customer Paid,272-27-9238,2/19/2019,16:23,164.96,4.761904762,8.248,7.1
698,2019-02-19,A,Yangon,Existing,Male,Electronic accessories,69.58,9,31.311,657.531,Credit card,Free,868-06-0466,2/19/2019,19:38,626.22,4.761904762,31.311,7.8
780,2019-02-19,C,Naypyitaw,New,Male,Health and beauty,21.8,8,8.72,183.12,Cash,Customer Paid,629-42-4133,2/19/2019,19:24,174.4,4.761904762,8.72,8.3
943,2019-02-19,A,Yangon,New,Male,Health and beauty,50.79,5,12.6975,266.6475,Credit card,Free,449-16-6770,2/19/2019,14:53,253.95,4.761904762,12.6975,5.3
285,2019-02-20,B,Mandalay,New,Male,Health and beauty,66.68,5,16.67,350.07,Cash,Customer Paid,498-41-1961,2/20/2019,18:01,333.4,4.761904762,16.67,7.6
576,2019-02-20,B,Mandalay,New,Male,Food and beverages,60.3,4,12.06,253.26,Cash,Customer Paid,458-61-0011,2/20/2019,18:43,241.2,4.761904762,12.06,5.8
860,2019-02-20,C,Naypyitaw,Existing,Female,Home and lifestyle,86.27,1,4.3135,90.5835,Ewallet,Free,848-95-6252,2/20/2019,13:24,86.27,4.761904762,4.3135,7.0
155,2019-02-20,A,Yangon,Existing,Male,Food and beverages,92.29,5,23.0725,484.5225,Credit card,Free,782-95-9291,2/20/2019,15:55,461.45,4.761904762,23.0725,9.0
743,2019-02-20,A,Yangon,Existing,Male,Home and lifestyle,37.69,2,3.769,79.149,Ewallet,Free,546-80-2899,2/20/2019,15:29,75.38,4.761904762,3.769,9.5
882,2019-02-20,B,Mandalay,Existing,Male,Sports and travel,31.99,10,15.995,335.895,Credit card,Free,311-13-6971,2/20/2019,15:18,319.9,4.761904762,15.995,9.9
666,2019-02-20,B,Mandalay,Existing,Male,Food and beverages,57.74,3,8.661,181.881,Ewallet,Free,779-42-2410,2/20/2019,13:06,173.22,4.761904762,8.661,7.7
387,2019-02-20,A,Yangon,New,Female,Health and beauty,32.32,10,16.16,339.36,Credit card,Free,725-56-0833,2/20/2019,16:49,323.2,4.761904762,16.16,10.0
164,2019-02-20,B,Mandalay,New,Male,Food and beverages,39.9,10,19.95,418.95,Credit card,Free,548-46-9322,2/20/2019,15:24,399.0,4.761904762,19.95,5.9
9,2019-02-20,B,Mandalay,Existing,Female,Food and beverages,54.84,3,8.226,172.746,Credit card,Free,692-92-5582,2/20/2019,13:27,164.52,4.761904762,8.226,5.9
223,2019-02-21,C,Naypyitaw,Existing,Female,Fashion accessories,12.54,1,0.627,13.167,Cash,Customer Paid,279-62-1445,2/21/2019,12:38,12.54,4.761904762,0.627,8.2
890,2019-02-21,C,Naypyitaw,New,Female,Health and beauty,83.66,5,20.915,439.215,Cash,Customer Paid,389-70-2397,2/21/2019,10:26,418.3,4.761904762,20.915,7.2
664,2019-02-21,C,Naypyitaw,New,Female,Sports and travel,98.8,2,9.88,207.48,Cash,Customer Paid,714-02-3114,2/21/2019,11:39,197.6,4.761904762,9.88,7.7
233,2019-02-21,B,Mandalay,Existing,Male,Fashion accessories,73.82,4,14.764,310.044,Cash,Customer Paid,269-04-5750,2/21/2019,18:31,295.28,4.761904762,14.764,6.7
217,2019-02-21,A,Yangon,Existing,Female,Electronic accessories,94.64,3,14.196,298.116,Cash,Customer Paid,319-74-2561,2/21/2019,16:55,283.92,4.761904762,14.196,5.5
950,2019-02-21,B,Mandalay,Existing,Male,Health and beauty,39.91,3,5.9865,125.7165,Ewallet,Free,503-21-4385,2/21/2019,12:40,119.73,4.761904762,5.9865,9.3
377,2019-02-22,C,Naypyitaw,New,Male,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,Free,743-88-1662,2/22/2019,18:17,668.43,4.761904762,33.4215,8.7
403,2019-02-22,B,Mandalay,New,Female,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,Free,831-64-0259,2/22/2019,10:43,198.75,4.761904762,9.9375,9.6
918,2019-02-22,B,Mandalay,New,Male,Home and lifestyle,68.97,3,10.3455,217.2555,Ewallet,Free,777-67-2495,2/22/2019,11:26,206.91,4.761904762,10.3455,8.7
551,2019-02-22,B,Mandalay,New,Female,Fashion accessories,54.31,9,24.4395,513.2295,Cash,Customer Paid,582-52-8065,2/22/2019,10:49,488.79,4.761904762,24.4395,8.9
434,2019-02-22,B,Mandalay,New,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card,Free,837-55-7229,2/22/2019,18:19,47.44,4.761904762,2.372,6.8
752,2019-02-22,A,Yangon,Existing,Female,Electronic accessories,17.42,10,8.71,182.91,Ewallet,Free,807-14-7833,2/22/2019,12:30,174.2,4.761904762,8.71,7.0
143,2019-02-22,C,Naypyitaw,Existing,Female,Food and beverages,30.41,1,1.5205,31.9305,Credit card,Free,488-25-4221,2/22/2019,10:36,30.41,4.761904762,1.5205,8.4
993,2019-02-22,B,Mandalay,New,Male,Fashion accessories,17.49,10,8.745,183.645,Ewallet,Free,690-01-6631,2/22/2019,18:35,174.9,4.761904762,8.745,6.6
998,2019-02-22,A,Yangon,New,Male,Home and lifestyle,65.82,1,3.291,69.111,Cash,Customer Paid,347-56-2442,2/22/2019,15:33,65.82,4.761904762,3.291,4.1
797,2019-02-22,A,Yangon,Existing,Female,Sports and travel,24.49,10,12.245,257.145,Cash,Customer Paid,864-24-7918,2/22/2019,15:15,244.9,4.761904762,12.245,8.1
922,2019-02-22,C,Naypyitaw,Existing,Female,Home and lifestyle,12.73,2,1.273,26.733,Credit card,Free,838-02-1821,2/22/2019,12:10,25.46,4.761904762,1.273,5.2
304,2019-02-23,B,Mandalay,New,Female,Electronic accessories,14.96,8,5.984,125.664,Cash,Customer Paid,396-90-2219,2/23/2019,12:29,119.68,4.761904762,5.984,8.6
83,2019-02-23,C,Naypyitaw,Existing,Female,Food and beverages,80.36,4,16.072,337.512,Credit card,Free,787-56-0757,2/23/2019,18:45,321.44,4.761904762,16.072,8.3
667,2019-02-23,B,Mandalay,New,Female,Health and beauty,17.97,4,3.594,75.474,Ewallet,Free,190-14-3147,2/23/2019,20:43,71.88,4.761904762,3.594,6.4
459,2019-02-23,C,Naypyitaw,New,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card,Free,729-46-7422,2/23/2019,16:52,35.89,4.761904762,1.7945,7.9
640,2019-02-23,B,Mandalay,Existing,Female,Food and beverages,98.79,3,14.8185,311.1885,Ewallet,Free,695-09-5146,2/23/2019,20:00,296.37,4.761904762,14.8185,6.4
804,2019-02-23,B,Mandalay,Existing,Female,Electronic accessories,75.59,9,34.0155,714.3255,Cash,Customer Paid,831-81-6575,2/23/2019,11:12,680.31,4.761904762,34.0155,8.0
677,2019-02-23,A,Yangon,Existing,Female,Food and beverages,73.47,4,14.694,308.574,Cash,Customer Paid,274-05-5470,2/23/2019,18:30,293.88,4.761904762,14.694,6.0
514,2019-02-23,C,Naypyitaw,Existing,Male,Sports and travel,58.39,7,20.4365,429.1665,Credit card,Free,503-07-0930,2/23/2019,19:49,408.73,4.761904762,20.4365,8.2
337,2019-02-24,B,Mandalay,New,Female,Sports and travel,57.95,6,17.385,365.085,Cash,Customer Paid,692-27-8933,2/24/2019,13:02,347.7,4.761904762,17.385,5.2
811,2019-02-24,A,Yangon,New,Female,Electronic accessories,40.26,10,20.13,422.73,Credit card,Free,380-60-5336,2/24/2019,18:06,402.6,4.761904762,20.13,5.0
784,2019-02-24,C,Naypyitaw,Existing,Female,Health and beauty,10.16,5,2.54,53.34,Ewallet,Free,516-77-6464,2/24/2019,13:08,50.8,4.761904762,2.54,4.1
675,2019-02-24,B,Mandalay,Existing,Male,Fashion accessories,83.77,2,8.377,175.917,Cash,Customer Paid,242-11-3142,2/24/2019,19:57,167.54,4.761904762,8.377,4.6
649,2019-02-24,C,Naypyitaw,New,Male,Electronic accessories,24.74,10,12.37,259.77,Cash,Customer Paid,740-11-5257,2/24/2019,16:44,247.4,4.761904762,12.37,7.1
821,2019-02-24,A,Yangon,Existing,Female,Home and lifestyle,47.68,2,4.768,100.128,Credit card,Free,186-43-8965,2/24/2019,10:10,95.36,4.761904762,4.768,4.1
